fips_code,white_percent,white,black,latino
26079,100,95,0,2
26081,85,64,13,15
26083,100,100,0,0
26085,100,63,31,3
26087,100,91,1,6
26089,100,81,1,9
26091,99,82,2,13
26093,100,95,1,2
26095,100,85,1,1
26097,63,53,1,2
26099,95,75,16,2
26101,100,89,1,4
26103,100,90,1,1
26105,100,86,1,8
26107,100,89,4,3
26109,98,91,0,2
26111,100,91,2,3
26113,100,95,1,2
26115,100,89,5,4
26117,100,93,1,4
26119,100,97,0,2
26121,94,72,18,6
26123,100,89,1,8
26125,96,67,20,4
26127,88,61,0,36
26129,100,95,0,2
26131,100,94,0,2
26133,100,95,1,2
26135,100,97,1,1
26137,100,96,1,1
26139,93,76,2,16
26141,100,96,1,1
26143,100,95,1,1
26145,86,59,28,10
26147,100,89,4,3
26149,99,81,3,13
26151,100,94,1,4
26153,100,79,0,1
26155,100,94,0,2
26157,100,93,1,4
26159,95,76,4,16
26161,84,65,19,5
26163,92,45,44,6
26165,100,94,1,2
27001,100,91,1,1
27003,97,77,9,6
27005,99,82,1,1
27007,99,63,1,2
27009,100,91,3,2
27011,100,95,0,2
27013,100,84,7,4
27015,100,89,0,9
27017,100,87,0,1
27019,100,87,2,6
27021,97,66,1,1
27023,100,87,1,10
27025,100,95,1,2
27027,100,85,2,7
27029,100,74,1,1
27031,98,78,0,2
27033,100,76,1,12
27035,100,95,1,1
27037,97,75,8,9
27039,100,90,1,8
27041,100,95,1,2
27043,100,86,1,11
27045,100,97,0,1
27047,100,79,1,16
27049,100,89,2,4
27051,100,96,1,2
27053,83,55,21,10
27055,100,92,3,2
27057,100,89,1,3
27059,100,92,1,2
27061,100,84,1,1
27063,100,89,1,6
27065,100,94,1,2
27067,100,70,6,22
27069,100,93,1,4
27071,100,89,2,1
27073,100,90,1,4
27075,100,95,1,1
27077,100,91,1,1
27079,100,85,1,12
27081,100,97,0,1
27083,100,81,4,9
27085,100,89,1,9
27087,21,30,0,2
27089,100,92,0,7
27091,100,92,1,5
27093,100,94,0,4
27095,100,91,1,1
27097,100,95,1,2
27099,93,72,4,19
27101,100,93,1,3
27103,100,85,5,7
27105,49,52,4,34
27107,100,86,1,8
27109,96,73,9,7
27111,100,90,2,5
27113,100,87,2,5
27115,100,88,2,2
27117,100,89,1,6
27119,100,86,1,10
27121,100,96,2,1
27123,78,43,19,11
27125,100,88,1,6
27127,100,80,1,3
27129,100,82,1,15
27131,100,77,5,15
27133,100,92,1,4
27135,100,91,1,1
27137,99,87,3,2
27139,99,79,4,7
27141,99,89,3,3
27143,100,79,1,18
27145,99,85,6,5
27147,100,83,5,10
27149,100,91,1,4
27151,100,91,0,6
27153,100,85,1,12
27155,94,85,1,4
27157,100,93,1,4
27159,100,94,1,2
27161,100,89,2,8
27163,100,80,5,5
27165,100,57,1,41
27167,100,90,1,6
27169,100,87,3,5
27171,100,92,1,3
27173,100,82,1,8
28001,0,9,89,1
28003,100,79,16,3
28005,0,15,83,1
28007,65,45,52,2
28009,90,46,49,3
28011,17,17,80,2
28013,78,54,34,10
28015,0,34,65,1
28017,67,40,54,5
28019,87,64,34,1
28021,0,1,99,0
28023,53,55,44,1
28025,0,18,81,1
28027,0,3,95,1
28029,78,25,72,3
28031,69,45,52,1
28033,87,61,31,6
28035,91,44,51,3
28037,75,55,44,0
28039,100,88,9,2
28041,100,81,18,0
28043,100,51,47,0
28045,100,84,11,2
28047,84,58,34,4
28049,6,10,89,1
28051,0,0,99,0
28053,0,1,97,1
28057,100,90,8,1
28059,82,64,28,5
28061,86,24,76,0
28063,0,0,99,0
28065,0,11,88,1
28067,92,55,38,5
28069,0,2,97,0
28071,100,59,35,3
28073,99,70,24,3
28075,66,40,57,1
28077,85,58,40,1
28079,22,30,61,7
28081,56,57,38,2
28083,0,4,94,2
28085,70,62,37,0
28087,87,37,60,1
28089,85,43,52,2
28091,57,52,46,1
28093,36,27,66,5
28095,99,60,39,1
28097,0,35,64,1
28099,89,57,33,1
28101,96,57,40,1
28103,0,1,98,1
28105,0,27,69,1
28107,21,33,65,1
28109,99,78,18,2
28111,92,70,27,1
28113,77,31,68,1
28115,100,74,18,7
28117,100,83,14,1
28119,0,2,97,0
28121,100,71,24,3
28123,38,43,45,10
28125,0,2,97,1
28127,32,48,50,1
28129,100,69,29,1
28131,100,73,24,1
28133,0,2,96,1
28135,0,18,82,0
28137,78,56,40,3
28139,100,72,20,6
28141,100,92,3,4
28143,0,1,97,1
28145,100,75,18,5
28147,37,36,62,1
28149,17,34,63,1
28151,78,10,88,1
28153,45,44,55,1
28155,100,74,23,1
28157,0,1,99,0
28159,43,31,65,1
28161,87,42,55,1
28163,58,20,79,0
29001,100,93,2,2
29003,100,94,1,2
29005,100,97,0,2
29007,100,84,6,4
29009,100,81,1,14
29011,100,91,0,3
29013,100,96,1,2
29015,100,96,1,2
29017,100,99,0,0
29019,94,70,16,5
29021,100,82,9,6
29023,100,87,10,1
29025,100,95,2,1
29027,100,91,5,2
29029,100,93,1,4
29031,97,79,15,2
29033,100,95,3,1
29035,100,99,0,1
29037,100,86,7,5
29039,100,96,0,2
29041,100,94,3,1
29043,100,92,1,3
29045,100,98,0,1
29047,99,77,8,8
29049,100,92,2,2
29051,96,75,15,4
29053,100,88,5,2
29055,100,96,1,2
29057,100,95,1,2
29059,100,96,1,1
29061,100,97,1,1
29063,100,97,1,1
29065,100,94,0,2
29067,100,98,0,1
29069,100,72,17,10
29071,100,95,1,2
29073,100,96,0,2
29075,100,96,1,1
29077,100,87,6,4
29079,100,96,1,2
29081,100,97,0,1
29083,100,95,2,1
29085,100,95,1,2
29087,100,98,0,0
29089,100,88,6,2
29091,100,96,1,1
29093,100,96,2,1
29095,87,50,34,12
29097,97,82,3,11
29099,100,95,2,1
29101,100,86,5,4
29103,100,96,2,1
29105,100,94,1,3
29107,100,92,4,3
29109,100,85,1,11
29111,100,92,3,1
29113,100,91,3,3
29115,100,94,1,3
29117,100,94,3,2
29119,88,74,1,19
29121,100,91,5,1
29123,100,96,1,2
29125,100,98,0,1
29127,100,88,8,1
29129,100,99,0,0
29131,100,95,1,2
29133,74,67,31,2
29135,100,90,1,8
29137,100,92,4,1
29139,100,93,2,2
29141,100,95,1,2
29143,100,73,23,2
29145,100,80,2,7
29147,100,97,1,1
29149,100,95,1,2
29151,100,99,0,0
29153,100,99,0,1
29155,75,59,39,2
29157,100,95,0,3
29159,100,78,5,13
29161,100,91,4,2
29163,100,89,4,3
29165,100,75,9,8
29167,100,94,1,2
29169,100,72,14,7
29171,100,98,0,1
29173,100,95,3,1
29175,100,88,5,2
29177,100,95,2,2
29179,100,95,3,1
29181,100,97,1,1
29183,100,85,7,3
29185,100,95,1,3
29186,100,96,1,1
29187,100,95,2,1
29189,90,53,37,3
29195,100,76,7,15
29197,100,97,0,1
29199,100,99,1,0
29201,100,76,18,3
29203,100,97,0,2
29205,100,96,0,0
29207,100,97,1,1
29209,100,95,1,2
29211,100,74,1,23
29213,100,87,2,8
29215,100,97,1,1
29217,100,95,1,2
29219,100,90,4,4
29221,100,96,1,1
29223,100,97,2,1
29225,100,94,1,2
29227,100,100,0,0
29229,100,97,1,1
29510,24,14,80,4
30001,100,92,0,5
30003,1,12,0,6
30005,94,36,0,1
30007,100,92,1,4
30009,100,93,0,3
30011,100,99,0,1
30013,99,80,3,3
30015,100,92,0,1
30017,100,93,1,2
30019,100,91,1,2
30021,100,93,1,2
30023,100,93,1,2
30025,100,93,1,2
30027,100,94,1,2
30029,100,93,1,3
30031,100,90,1,4
30033,100,100,0,0
30035,56,17,0,1
30037,100,91,0,2
30039,100,94,1,1
30041,97,50,1,2
30043,100,90,1,2
30045,100,94,2,1
30047,60,48,1,2
30049,100,90,1,3
30051,100,97,0,0
30053,100,90,1,4
30055,100,94,2,1
30057,100,93,1,3
30059,100,95,0,2
30061,100,85,1,6
30063,100,88,1,2
30065,100,93,1,4
30067,100,93,0,4
30069,100,96,3,0
30071,97,74,0,3
30073,100,72,1,1
30075,100,87,0,5
30077,100,90,1,2
30079,100,88,0,4
30081,100,90,0,5
30083,100,89,1,5
30085,63,22,0,1
30087,80,45,0,4
30089,98,81,1,4
30091,100,87,1,3
30093,100,89,1,4
30095,100,94,0,3
30097,100,97,0,1
30099,100,92,0,3
30101,100,90,1,3
30103,100,80,0,8
30105,100,76,1,2
30107,100,92,2,2
30109,100,93,1,1
30111,99,81,1,7
31001,100,80,2,15
31003,100,91,0,7
31005,100,95,0,5
31007,100,80,3,16
31009,100,98,0,0
31011,100,95,0,3
31013,100,73,1,16
31015,100,93,1,3
31017,100,95,0,2
31019,99,82,2,14
31021,100,91,1,3
31023,100,91,1,7
31025,100,94,1,3
31027,100,96,1,2
31029,100,80,0,18
31031,100,84,0,2
31033,100,86,0,10
31035,100,83,2,14
31037,69,37,1,61
31039,100,75,1,20
31041,100,93,1,3
31043,32,33,3,56
31045,100,81,2,3
31047,82,47,3,47
31049,100,94,1,3
31051,100,91,2,6
31053,99,78,1,19
31055,80,56,17,18
31057,100,86,1,12
31059,97,91,2,6
31061,100,96,0,2
31063,100,92,1,4
31065,100,94,1,4
31067,100,93,1,3
31069,100,82,1,12
31071,100,99,0,1
31073,100,88,1,9
31075,100,99,0,1
31077,100,94,0,6
31079,58,54,2,40
31081,100,93,1,4
31083,100,95,0,4
31085,100,95,0,3
31087,100,94,0,3
31089,100,85,0,13
31091,100,97,0,1
31093,100,95,0,3
31095,100,92,1,5
31097,100,84,1,12
31099,100,92,1,6
31101,100,85,1,10
31103,100,98,0,0
31105,100,81,0,13
31107,98,80,1,2
31109,96,73,6,11
31111,100,84,1,12
31113,100,96,1,2
31115,100,94,0,6
31117,100,90,6,1
31119,93,68,2,25
31121,100,92,0,6
31123,100,75,0,22
31125,100,93,1,4
31127,100,93,1,3
31129,100,96,1,2
31131,100,87,1,10
31133,100,94,1,4
31135,100,88,1,7
31137,100,91,0,6
31139,100,96,0,2
31141,90,65,1,31
31143,100,95,0,4
31145,100,93,1,5
31147,100,89,0,1
31149,100,95,0,0
31151,70,62,1,34
31153,94,75,7,13
31155,100,94,1,3
31157,97,59,1,36
31159,100,93,1,3
31161,100,69,0,7
31163,100,93,0,5
31165,100,91,0,8
31167,100,87,1,7
31169,100,93,1,4
31171,100,98,1,0
31173,95,26,0,5
31175,100,95,0,4
31177,100,94,1,3
31179,100,77,2,19
31181,100,92,0,5
31183,100,100,0,0
31185,100,88,1,7
32001,100,66,2,18
32003,41,31,12,42
32005,100,69,0,19
32007,92,62,1,29
32009,78,50,0,38
32011,100,85,1,9
32013,87,57,1,34
32015,100,62,1,30
32017,100,88,2,5
32019,92,65,1,24
32021,99,55,5,15
32023,98,67,3,24
32027,100,53,1,30
32029,100,80,2,10
32031,75,49,3,37
32033,100,75,1,16
32510,86,54,0,38
33001,100,94,1,2
33003,100,96,1,1
33005,100,94,1,1
33007,100,95,0,1
33009,100,92,1,2
33011,98,82,3,8
33013,100,92,2,2
33015,100,92,1,2
33017,100,90,2,2
33019,100,94,1,1
34001,76,46,19,24
34003,85,58,6,20
34005,92,66,20,7
34007,91,48,25,19
34009,97,79,8,11
34011,51,35,24,38
34013,72,28,45,21
34015,96,76,14,6
34017,17,17,16,57
34019,100,87,2,5
34021,62,44,23,18
34023,54,37,11,26
34025,95,72,10,12
34027,95,73,4,12
34029,99,78,6,13
34031,79,34,12,49
34033,86,65,21,11
34035,89,56,10,16
34037,100,88,3,7
34039,77,37,24,34
34041,99,81,5,9
35001,26,23,2,66
35003,100,71,1,16
35005,10,28,2,69
35006,8,17,1,40
35007,17,40,0,58
35009,36,37,7,53
35011,62,49,1,49
35013,2,14,2,82
35015,32,42,1,55
35017,21,29,1,69
35019,0,6,0,91
35021,54,53,0,45
35023,60,29,0,70
35025,15,29,4,67
35027,32,39,1,44
35028,100,66,1,25
35029,0,17,1,82
35031,0,5,0,14
35033,0,5,1,94
35035,88,54,6,32
35037,53,42,2,54
35039,7,4,0,78
35041,19,43,2,53
35043,1,35,3,46
35045,41,32,1,22
35047,0,8,1,90
35049,39,25,1,69
35051,68,49,1,49
35053,15,23,2,64
35055,37,27,1,66
35057,41,47,2,48
35059,9,47,1,51
35061,4,24,1,69
36001,92,61,24,7
36003,100,96,1,1
36005,9,4,29,61
36007,97,81,9,5
36009,100,87,2,2
36011,100,89,5,2
36013,97,82,3,10
36015,100,83,10,3
36017,100,95,2,2
36019,100,94,3,1
36021,92,80,8,7
36023,100,93,3,2
36025,100,93,1,4
36027,94,70,13,13
36029,96,68,19,7
36031,100,96,1,1
36033,96,84,1,1
36035,100,93,3,2
36037,100,89,3,4
36039,100,86,5,6
36041,100,97,1,1
36043,100,95,2,1
36045,100,82,6,7
36047,27,15,42,28
36049,100,97,1,1
36051,100,93,2,3
36053,100,94,1,2
36055,95,59,24,11
36057,93,76,3,19
36059,87,57,13,19
36061,45,15,25,47
36063,96,80,12,3
36065,90,78,9,6
36067,90,69,18,5
36069,98,88,4,5
36071,87,59,13,24
36073,100,84,5,7
36075,100,95,1,2
36077,100,92,3,3
36079,100,80,2,14
36081,15,14,20,37
36083,96,79,11,6
36085,80,52,14,25
36087,83,51,16,23
36089,100,94,1,1
36091,100,92,2,2
36093,80,65,16,8
36095,100,96,1,2
36097,100,94,1,2
36099,100,91,3,3
36101,100,94,2,1
36103,93,65,9,21
36105,88,65,12,20
36107,100,95,2,1
36109,96,80,7,3
36111,98,75,9,12
36113,100,94,2,2
36115,100,96,1,2
36117,100,86,4,6
36119,80,50,15,28
36121,100,96,1,1
36123,100,94,1,2
37001,79,54,21,21
37003,100,84,4,7
37005,100,82,1,16
37007,37,34,58,3
37009,100,89,0,9
37011,99,89,1,8
37013,60,51,32,13
37015,0,15,81,2
37017,56,40,41,14
37019,96,69,16,10
37021,97,73,9,11
37023,97,74,6,10
37025,79,60,19,14
37027,99,81,6,8
37029,100,79,13,3
37031,100,79,7,6
37033,70,53,36,6
37035,84,64,9,15
37037,90,56,13,26
37039,100,91,2,4
37041,70,50,42,4
37043,100,93,1,4
37045,91,64,26,5
37047,61,52,33,8
37049,84,54,29,8
37051,37,34,45,11
37053,100,79,5,5
37055,100,82,3,11
37057,92,74,10,11
37059,100,79,6,11
37061,53,37,25,35
37063,24,22,51,21
37065,30,28,63,7
37067,68,42,30,21
37069,73,52,31,14
37071,86,66,20,9
37073,100,59,35,2
37075,100,83,0,2
37077,59,51,32,12
37079,0,31,41,26
37081,55,38,41,11
37083,91,29,63,3
37085,76,52,25,16
37087,100,90,1,6
37089,94,72,4,19
37091,0,16,80,2
37093,16,28,37,17
37095,32,52,30,15
37097,94,72,14,9
37099,94,79,1,9
37101,90,61,16,18
37103,24,42,47,7
37105,10,43,22,30
37107,66,38,48,11
37109,99,81,6,10
37111,100,80,3,11
37113,100,82,1,13
37115,100,95,0,3
37117,29,43,49,5
37119,65,33,42,17
37121,100,90,0,8
37123,61,45,20,31
37125,85,66,19,11
37127,29,37,46,10
37129,91,64,22,8
37131,0,16,79,3
37133,86,61,19,11
37135,76,56,13,14
37137,100,69,20,6
37139,57,47,43,5
37141,85,67,19,11
37143,100,63,31,2
37145,80,57,31,7
37147,37,38,48,9
37149,100,79,6,11
37151,90,70,6,19
37153,26,46,37,9
37155,7,16,25,11
37157,89,63,20,11
37159,83,64,19,13
37161,98,75,12,6
37163,24,39,26,29
37165,26,32,46,2
37167,89,74,13,7
37169,100,87,4,5
37171,98,75,3,19
37173,86,69,1,4
37175,100,83,5,5
37177,0,42,33,17
37179,94,69,13,14
37181,22,26,58,12
37183,73,50,24,15
37185,0,18,63,6
37187,0,21,70,7
37189,100,86,1,7
37191,58,41,35,17
37193,98,81,4,12
37195,35,34,47,16
37197,100,75,3,20
37199,100,87,1,10
38001,100,91,3,2
38003,100,95,2,1
38005,93,31,0,1
38007,100,96,0,0
38009,99,64,1,2
38011,100,91,1,6
38013,100,94,1,2
38015,100,87,1,2
38017,100,85,6,3
38019,100,95,0,3
38021,100,91,2,5
38023,100,97,0,1
38025,96,76,0,3
38027,100,88,0,4
38029,100,98,0,0
38031,100,97,1,1
38033,100,92,1,2
38035,100,83,4,4
38037,100,88,1,1
38039,100,95,1,1
38041,100,93,1,1
38043,100,92,1,5
38045,100,94,1,1
38047,100,97,1,0
38049,100,96,1,2
38051,100,95,1,3
38053,99,78,0,1
38055,100,85,1,1
38057,100,94,1,1
38059,100,88,1,1
38061,84,39,1,3
38063,100,94,1,2
38065,100,89,0,5
38067,99,86,1,7
38069,100,95,0,0
38071,100,73,1,1
38073,100,96,2,1
38075,100,93,1,2
38077,100,89,1,4
38079,79,14,0,0
38081,100,95,1,2
38083,100,94,0,0
38085,0,2,0,0
38087,100,100,0,0
38089,100,92,1,3
38091,100,98,0,2
38093,100,92,1,2
38095,100,88,1,4
38097,100,92,1,5
38099,100,77,1,21
38101,100,87,4,3
38103,100,95,1,1
38105,98,86,1,2
39001,100,98,0,1
39003,89,73,16,3
39005,100,96,1,1
39007,100,86,3,5
39009,100,92,2,1
39011,100,96,0,1
39013,100,93,2,1
39015,100,97,1,1
39017,98,77,10,5
39019,100,97,1,0
39021,100,92,2,1
39023,97,79,10,4
39025,100,93,1,2
39027,100,91,2,3
39029,100,94,2,1
39031,100,95,1,1
39033,100,95,1,1
39035,85,47,41,6
39037,100,96,0,1
39039,100,82,3,11
39041,100,82,6,3
39043,85,78,11,3
39045,99,84,8,2
39047,100,92,2,2
39049,87,54,30,6
39051,100,85,1,10
39053,100,93,4,1
39055,100,94,2,1
39057,100,81,7,3
39059,100,93,2,1
39061,86,52,38,3
39063,100,88,2,4
39065,100,95,1,1
39067,100,95,2,0
39069,100,90,1,7
39071,100,94,1,1
39073,100,97,1,0
39075,100,98,0,1
39077,100,88,1,8
39079,100,97,1,1
39081,98,86,8,1
39083,100,93,1,2
39085,97,85,5,6
39087,100,94,2,1
39089,100,87,6,1
39091,100,89,2,1
39093,87,70,11,11
39095,89,63,24,6
39097,100,93,2,2
39099,93,69,21,5
39101,100,87,4,4
39103,100,94,1,1
39105,100,97,1,1
39107,100,96,0,1
39109,100,90,2,2
39111,100,98,0,0
39113,95,62,28,3
39115,100,88,3,0
39117,100,96,1,2
39119,100,89,4,1
39121,100,99,0,0
39123,100,89,1,6
39125,100,92,1,4
39127,100,98,1,0
39129,100,95,2,1
39131,100,96,1,1
39133,100,89,5,1
39135,100,97,0,1
39137,98,89,0,8
39139,98,82,9,2
39141,100,90,3,1
39143,100,78,3,12
39145,100,95,1,1
39147,100,89,1,5
39149,100,92,2,1
39151,95,81,11,2
39153,92,70,21,2
39155,95,82,12,1
39157,100,94,1,2
39159,100,91,1,1
39161,100,93,1,2
39163,100,98,0,0
39165,100,86,2,3
39167,100,96,1,1
39169,100,93,2,2
39171,100,93,0,4
39173,100,84,2,7
39175,100,93,0,4
40001,0,24,0,9
40003,100,87,2,3
40005,49,46,4,3
40007,79,64,1,33
40009,100,74,3,14
40011,91,59,3,15
40013,85,56,2,6
40015,67,46,2,11
40017,98,71,3,9
40019,76,58,9,7
40021,0,27,2,10
40023,30,47,16,2
40025,100,67,0,31
40027,99,64,6,10
40029,25,46,1,4
40031,44,49,23,13
40033,100,65,4,9
40035,59,53,4,3
40037,97,64,3,4
40039,70,58,3,25
40041,58,41,1,5
40043,100,78,1,8
40045,100,84,1,12
40047,90,68,5,14
40049,99,65,4,9
40051,100,77,4,6
40053,100,82,1,6
40055,100,74,2,20
40057,47,48,11,35
40059,100,67,0,29
40061,92,58,1,2
40063,84,54,3,4
40065,70,53,7,29
40067,97,72,1,11
40069,97,56,2,5
40071,97,64,3,10
40073,93,67,1,19
40075,100,63,6,17
40077,81,58,1,4
40079,84,53,2,9
40081,100,73,3,3
40083,97,69,9,8
40085,77,59,1,23
40087,97,62,3,17
40089,68,50,10,6
40091,65,52,6,2
40093,100,80,1,14
40095,0,41,2,23
40097,54,46,1,2
40099,100,63,2,6
40101,15,39,12,7
40103,91,67,2,3
40105,58,53,4,1
40107,26,46,5,2
40109,68,43,21,24
40111,64,47,9,3
40113,66,46,15,3
40115,66,52,1,7
40117,97,68,2,3
40119,98,69,4,5
40121,67,51,3,4
40123,54,52,2,5
40125,93,61,4,5
40127,99,58,1,2
40129,100,81,1,6
40131,87,57,2,5
40133,71,50,4,4
40135,46,44,4,5
40137,97,74,3,10
40139,36,37,1,59
40141,3,45,11,35
40143,76,50,15,17
40145,68,56,5,5
40147,98,63,5,7
40149,100,75,4,12
40151,100,83,3,7
40153,100,78,1,15
41001,100,86,0,8
41003,98,77,1,12
41005,98,75,1,14
41007,100,80,1,14
41009,100,84,1,7
41011,100,73,1,9
41013,100,75,0,16
41015,100,69,1,11
41017,100,84,1,11
41019,100,79,1,9
41021,100,85,0,10
41023,100,92,0,5
41025,100,85,0,5
41027,50,50,1,45
41029,97,74,1,18
41031,36,37,1,33
41033,100,82,1,10
41035,92,69,1,17
41037,100,78,1,15
41039,99,72,2,14
41041,97,68,1,16
41043,99,80,1,12
41045,47,44,0,51
41047,74,51,1,41
41049,68,48,0,49
41051,68,54,9,21
41053,93,69,1,22
41055,100,87,0,10
41057,100,70,1,22
41059,74,55,1,37
41061,100,87,0,6
41063,100,91,0,4
41065,90,65,1,27
41067,81,56,2,26
41069,100,87,0,8
41071,97,70,1,23
42001,100,85,3,11
42003,91,71,22,1
42005,100,97,1,0
42007,99,85,10,1
42009,100,97,1,1
42011,96,64,6,27
42013,100,94,4,1
42015,100,96,1,1
42017,98,83,5,5
42019,100,96,1,1
42021,100,91,6,1
42023,100,97,1,1
42025,100,91,3,5
42027,100,90,2,2
42029,97,75,10,9
42031,100,97,1,1
42033,100,97,1,1
42035,100,96,1,1
42037,100,94,2,2
42039,100,92,3,2
42041,100,83,4,5
42043,85,57,24,11
42045,92,59,31,3
42047,100,96,0,2
42049,92,78,12,5
42051,99,90,7,1
42053,100,97,0,2
42055,98,84,5,7
42057,100,97,1,1
42059,100,98,1,0
42061,100,96,2,1
42063,100,95,2,1
42065,100,98,0,1
42067,100,93,1,5
42069,97,81,6,9
42071,96,72,6,16
42073,100,88,9,1
42075,88,76,3,18
42077,90,56,9,30
42079,93,78,6,14
42081,99,86,7,2
42083,100,96,1,1
42085,97,85,11,1
42087,100,94,3,2
42089,85,59,20,18
42091,94,71,13,5
42093,100,91,2,3
42095,89,69,9,17
42097,100,92,2,4
42099,100,96,1,1
42101,44,14,59,17
42103,90,77,9,12
42105,100,97,1,1
42107,100,92,2,4
42109,100,94,2,3
42111,100,98,1,1
42113,100,97,2,1
42115,100,96,1,2
42117,100,97,1,1
42119,100,91,3,3
42121,100,95,3,1
42123,100,97,1,1
42125,100,91,4,1
42127,100,94,2,3
42129,99,92,4,1
42131,100,96,1,1
42133,98,78,9,8
44001,100,91,2,2
44003,100,88,2,6
44005,94,80,7,8
44007,83,50,11,32
44009,100,89,2,3
45001,63,60,36,1
45003,85,56,33,7
45005,0,2,95,2
45007,94,72,20,4
45009,0,27,69,1
45011,21,40,54,2
45013,57,44,31,20
45015,79,53,32,8
45017,72,31,64,4
45019,85,46,44,6
45021,92,67,26,5
45023,61,49,47,1
45025,55,54,38,4
45027,47,33,61,4
45029,12,44,49,3
45031,49,42,55,2
45033,46,36,55,3
45035,75,54,33,6
45037,66,51,43,3
45039,0,11,86,2
45041,54,42,52,3
45043,59,50,45,4
45045,86,59,23,12
45047,58,53,36,9
45049,27,32,64,2
45051,90,65,21,8
45053,0,14,62,23
45055,92,65,28,4
45057,72,63,29,6
45059,81,59,31,7
45061,0,6,93,1
45063,88,68,20,6
45065,4,19,80,0
45067,0,23,73,2
45069,16,31,59,1
45071,74,48,37,12
45073,100,78,10,8
45075,46,20,77,2
45077,100,83,7,5
45079,63,34,56,5
45081,21,43,32,23
45083,84,62,24,9
45085,20,33,61,3
45087,91,59,37,1
45089,0,6,92,1
45091,90,67,22,6
46003,100,89,1,8
46005,95,70,2,11
46007,0,25,0,3
46009,100,96,1,1
46011,100,89,1,3
46013,100,89,1,1
46015,100,66,0,3
46017,0,0,.,.
46019,100,88,0,6
46021,100,98,0,1
46023,68,48,0,3
46025,100,94,1,4
46027,100,82,3,3
46029,100,92,1,2
46031,78,20,0,1
46033,100,80,1,5
46035,100,90,1,3
46037,94,85,0,2
46039,100,96,1,2
46041,3,32,0,1
46043,100,95,0,1
46045,100,93,0,5
46047,98,73,1,3
46049,100,97,1,0
46051,100,95,0,3
46053,100,82,0,1
46055,100,91,0,1
46057,100,95,0,4
46059,100,98,0,1
46061,100,97,0,1
46063,100,98,0,1
46065,97,77,1,3
46067,100,96,1,2
46069,100,82,0,1
46071,43,45,0,0
46073,100,97,0,2
46075,100,79,3,2
46077,100,94,1,3
46079,100,94,1,2
46081,100,88,1,5
46083,100,94,1,2
46085,85,64,0,0
46087,100,96,0,1
46089,100,98,1,0
46091,100,92,1,3
46093,100,89,1,3
46095,14,16,0,0
46097,100,96,1,2
46099,95,77,8,6
46101,100,66,2,2
46103,95,72,2,5
46105,100,96,0,0
46107,100,93,1,1
46109,75,56,1,2
46111,100,94,0,2
46113,0,0,0,3
46115,100,97,1,1
46117,100,78,0,1
46119,100,93,1,1
46121,0,2,0,0
46123,100,73,1,1
46125,100,95,1,2
46127,100,92,1,3
46129,100,72,0,2
46135,100,89,2,4
46137,0,15,0,0
47001,100,87,7,3
47003,91,70,9,19
47005,100,93,3,2
47007,100,93,1,5
47009,100,91,4,3
47011,100,85,7,6
47013,100,98,0,1
47015,100,95,1,2
47017,100,84,12,2
47019,100,95,2,2
47021,100,94,2,3
47023,100,82,13,3
47025,100,97,1,1
47027,100,96,1,2
47029,100,92,3,3
47031,100,87,4,5
47033,100,70,14,15
47035,100,94,1,4
47037,35,32,46,17
47039,100,91,4,4
47041,100,88,2,9
47043,100,88,6,4
47045,93,74,21,4
47047,47,37,58,4
47049,100,98,0,1
47051,100,89,6,4
47053,96,73,23,3
47055,100,81,14,1
47057,100,95,0,4
47059,100,93,2,3
47061,100,99,0,1
47063,88,75,4,17
47065,92,59,31,7
47067,100,99,0,0
47069,62,44,52,2
47071,100,92,5,2
47073,100,95,2,2
47075,0,31,62,6
47077,100,86,10,3
47079,100,85,12,2
47081,100,94,2,2
47083,100,92,4,2
47085,100,94,4,1
47087,100,98,0,1
47089,100,91,2,5
47091,100,97,1,2
47093,98,77,14,5
47095,100,68,27,2
47097,42,54,41,3
47099,100,95,2,2
47101,100,93,2,2
47103,100,85,9,4
47105,100,84,2,13
47107,100,87,6,4
47109,100,90,7,1
47111,100,93,0,6
47113,47,34,59,5
47115,100,93,4,2
47117,100,84,8,6
47119,96,72,18,7
47121,100,97,1,1
47123,100,91,3,5
47125,67,58,24,10
47127,100,96,3,1
47129,100,99,0,1
47131,91,79,14,5
47133,100,98,1,1
47135,100,93,3,2
47137,100,98,0,2
47139,100,97,1,2
47141,98,85,3,10
47143,100,90,2,7
47145,100,92,4,2
47147,93,80,10,9
47149,90,67,17,10
47151,100,99,0,0
47153,100,93,0,5
47155,100,90,1,6
47157,64,20,69,7
47159,100,92,3,4
47161,100,95,2,2
47163,100,92,4,2
47165,99,83,10,5
47167,89,73,24,2
47169,100,84,13,3
47171,100,91,0,9
47173,100,94,3,1
47175,100,98,0,1
47177,100,81,4,13
47179,99,87,6,5
47181,100,97,1,1
47183,100,89,8,2
47185,100,94,3,2
47187,98,85,5,5
47189,100,83,9,5
48001,80,57,17,22
48003,0,31,2,65
48005,63,49,17,31
48007,79,53,1,40
48009,100,85,0,11
48011,100,86,2,10
48013,0,25,0,74
48015,50,49,10,38
48017,0,19,0,80
48019,100,68,1,29
48021,50,39,7,50
48023,100,73,3,21
48025,0,20,2,77
48027,38,36,26,29
48029,12,17,7,72
48031,100,64,1,32
48033,100,74,0,17
48035,94,65,2,30
48037,67,56,31,8
